228780_at	203824_at	209847_at	219271_at	228912_at	218687_s_at	205799_s_at	201839_s_at	203903_s_at	206430_at	201884_at	209211_at	212925_at	215046_at	205506_at	202950_at	222291_at	237328_at	214898_x_at	228256_s_at
-0.249269548437963	-0.560237795289854	-0.516799331347856	-0.514730299729272	-0.54234479855679	-0.487367138609116	-0.498645301703318	-0.570349522377327	-0.512194208431515	-0.530736197780676	-0.575609884652897	-0.639810145645444	-0.654797914902861	-0.354044666379111	-0.597165584881042	-0.641698657295522	-0.371260377943682	0.0371005828152225	-0.556928735122571	0.221607303850197
-0.504991499060524	-0.563806515010135	-0.512512276290985	-0.594970801847886	-0.619516067887091	-0.515524943110004	-0.531201800399977	1.24399767972723	-0.58839004987904	-0.498766014390965	-0.57972947236101	-0.689000282639309	-0.633289474569237	-0.223189247817587	-0.561929029820994	-0.589975194324806	-0.512665285338757	-0.510817693737525	-0.639817636726206	-0.507635273744158
-0.527735886746558	-0.24871766485724	-0.483564999127702	-0.575751795883807	-0.605665924204704	-0.573691299825455	-0.520982564013091	-0.282532436784605	-0.531426080621288	-0.508767859473779	-0.561081850442102	-0.447378329725447	-0.5623472708169	-0.333843064904383	-0.623593001176077	-0.582466128588408	-0.564031985124537	-0.419891188167385	-0.645552089038407	-0.0131808181471326
-0.188399001599877	-0.549082355248631	-0.498589002885563	-0.430157455738659	-0.6352273246268	-0.514952092627201	-0.332594934383384	-0.810322614580213	-0.124874057826969	-0.54082734505173	-0.577543982425309	-0.611126830207244	-0.684268043094787	-0.206991567355869	-0.515296525406209	-0.663971309903483	-0.397236693804932	-0.262714584920262	-0.382809910370282	-0.176055359731373
-0.5532940131154	0.256391470373116	1.06162868299188	-0.612668879282434	3.20121919369544	0.170265215649512	-0.521390029578756	1.40850077491578	0.415952666814065	1.82014390762197	0.96898816843842	1.22141346450373	1.61101526775661	-0.433213104590881	2.71472102176481	-0.586895204649877	-0.305831311676624	-0.495195678404647	0.983970732550531	-0.937043571922498
1.93315996523758	-0.568493331466813	-0.501775327589994	2.45384565745622	0.108828363010444	-0.555051626423458	2.69339919316228	-0.884245281527847	-0.49919875856415	-0.484388362084419	-0.568181651698899	-0.61943449778843	-0.774223232777399	1.90343879931928	-0.0933667440820288	2.23401897514376	1.70371992062714	1.88292139855466	-0.480608387985639	0.965362171545933
-0.55451329987795	-0.558701050460376	-0.54093815486627	-0.619259569577071	-0.632197605696277	-0.558180271368002	-0.526890814715238	0.377677700391774	-0.490802234655209	-0.5423454822518	0.195474755555576	-0.581481574312275	0.469463709386701	-0.645420918280362	-0.584581100931025	-0.634520499540728	-0.77145189072339	-0.496917288257658	-0.652537694582361	-0.0109780598281732
-0.52398423516948	1.8717604539167	0.496992634307934	-0.627647720861153	2.67859267818036	0.713459669612666	-0.489493625098475	2.14753573978209	1.96976251449433	1.32496327383441	1.59838088693429	0.783774281240098	1.36259872346136	-0.314187452658703	2.88286371009699	-0.506484565120108	-0.290206460030759	-0.437553629992721	1.91263921881918	-0.803841480634829
0.166132072433969	-0.574150186187946	-0.534237217457558	-0.22916444612391	-0.118097584885668	-0.0518245099913001	-0.104911325600913	-0.696587008084511	-0.661868344169315	-0.54698919604025	-0.581829813338178	-0.587209492486672	-0.376138839862271	-0.102525628198269	-0.0486918260594685	2.97143468491819	-0.388057093462987	-0.307859021065886	-0.259467054273301	-0.865907435621982
-0.495049622381268	-0.561973653236772	-0.536342122868364	-0.622854491555963	-0.624796435166002	-0.555492280641	-0.522294603134533	0.0614814859208504	-0.578146987517096	-0.531986428416028	-0.52029955401671	-0.677544446290515	-0.488553119175021	-0.801755834197398	-0.508235231634255	-0.0180898387327429	-0.446650287134979	-0.481677852892116	-0.5743406175978	1.2289157257085
